"","database","document_type","language","author","address","year","title","source","volume","article_number","abstract","doi","issn","publisher","notes","source_type","issue","start_page","end_page","keywords","place_published","pi","we","cp","filename","n_duplicates","relevant_title","relevant_keyword","relevant","screened_abstracts"
"320","wos",NA,"english","schuster, rl and highland, lm","us geol survey, denver, co 80225 usa",2007,"overview of the effects of mass wasting on the natural environment","environmental & engineering geoscience","13",NA,"mass movements affect the following elements of the environment: (1) the topography of the earth's surface, particularly the morphologies of mountain and valley systems, both on the continents and on the ocean floors; (2) the character/quality of rivers and streams and groundwater flow; (3) the forests that cover much of the earth's subaerial surface; and (4) the habitats of natural wildlife that exist on the earth's surface, including its rivers, lakes, and oceans. large amounts of geologic materials enter streams as sediment as a result of this landslide and erosion activity, thus reducing the potability of the water and quality of habitat for fish and wildlife. biotic destruction by landslides is also common; widespread stripping of forest cover by mass movements has been noted in many parts of the world. although most kinds of wildlife are able to retreat fast enough to avoid direct injury from all but the fastest-moving landslides, they often are subject to habitat damage by landslides.","10.2113/gseegeosci.13.1.25","1078-7275 and 1558-9161","geological soc amer, inc","times cited in web of science core collection:  28 and total times cited:  35 and cited reference count:  120","jour","1","25","44","mass wasting and mass movement and landslide and natural environment and earthquake and volcanic eruption and submarine landslides and puerto-rico and plant succession and debris avalanche and new-zealand and disturbance and vegetation and mountains and erosion and valley","po box 9140, boulder, co 80301-9140 usa","boulder","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_1.ris",1,TRUE,TRUE,TRUE,"selected"
"321","wos",NA,"english","sitko, k and wistuba, m and malik, i and krapiec, m and yu, rd and zhang, hy","univ silesiaia katowice, inst earth sci, fac nat sci, sosnowiec, poland and agh univ sci & technol, fac geol, geophys & environm protect, krakow, poland and chinese acad sci, xinjiang inst ecol & geog, xinjiang, peoples r china",2022,"dendrochronological record of soil creep and landslide activity-the comparison of tree-ring eccentricity and compression wood (examples from the kamienne mts., poland)","geology geophysics and environment","48",NA,"forested mountain slopes can be simultaneously affected by soil creep and landslide activity, both of which cause the tilting of tree stems, with the result that their dendrochronological record of tree-ring eccentrici-ty and compression wood is potentially similar. there is a need to identify similarities and differences in these re-cords and thus our research aimed to compare patterns of eccentricity and compression wood developed by trees under the impact of soil creep and landslides. we sampled trees growing on a landslide and creeping slopes in the kamienne mts., with 21 norway spruce trees were sampled on each site. we found several main differences be-tween the dendrochronological record of landslide activity and soil creep. on the landslide we found larger num-ber of dendrochronological events, stronger and more variable eccentricity and a similar number of upslope and downslope events. on creeping slopes, upslope eccentricity events predominate, and the number of eccentricity events dated in all trees increases in time. we also compared the utility of eccentricity and compression wood for dating mass movements. they differ in their sensitivity to stem tilting. thus, in analyses of landslide activity and soil creep activity, it is recommended to include both wood anatomy features.","10.7494/geol.2022.48.2.133","2299-8004 and 2353-0790","agh univ science & technology press","times cited in web of science core collection:  1 and total times cited:  1 and cited reference count:  71","jour","2","133","146","dendrochronology and landslide and soil creep and compression wood and tree-ring eccentricity and complex landslide and mass movements and slope and mountains and reactivation and magnitude and frequency and reconstruction and deformation and earthquakes","al mickiewicza 30, krakow, malopolska 30-059, poland","krakow","emerging sources citation index (esci)",NA,"raw_data/2023-11-14_wos_1.ris",1,TRUE,TRUE,TRUE,"selected"
"322","wos",NA,"english","stoffel, m","univ fribourg, dept geosci, lab dendrogeomorphol, ch-1700 fribourg, switzerland",2008,"dating past geomorphic processes with tangential rows of traumatic resin ducts","dendrochronologia","26",NA,"past activity of geomorphic processes can be reconstructed on tree-ring series using the presence of injuries, reaction wood or abrupt changes in the annual increment. the analysis of these features provides valuable data on years with process activity. in contrast, an intra-annual dating has so far normally only been possible through the analysis of injuries. in this technical note, it is shown that, in tree-ring studies realized with conifers, resin ducts may have the potential for providing information on the intra-seasonal timing of past geomorphic processes as well. however, because ducts may occur as a result of influences other than geomorphic, detailed field investigations and the identification of processes present at the study site imperatively need to precede dendrogeomorphological investigations. data obtained from 1298 cross-sections indicate that the presence of resin ducts in picea abies (l.) karst. and larix decidua mill. can be considered to be the result of geomorphic activity if they form tangentially oriented rows with a compact and continuous arrangement of traumatic ducts. the presence of resin ducts may also help to improve the quality of reconstructions in studies using abies alba mill. as vertical resin ducts occur exclusively at or next to injuries. in contrast, resin ducts apparently cannot be used for dendrogeomorphological analyses of pinus ssp. (c) 2008 elsevier gmbh. all rights reserved.","10.1016/j.dendro.2007.06.002","1125-7865 and 1612-0051","elsevier gmbh","times cited in web of science core collection:  120 and total times cited:  125 and cited reference count:  53","jour","1","53","60","resin ducts and geomorphic processes and dendrogeomorphology and conifers and debris-flow activity and rockfall activity and methyl jasmonate and swiss alps and tree-rings and growth and stems and pine and induction and landslide","hackerbrucke 6, 80335 munich, germany","munich","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_1.ris",1,FALSE,TRUE,TRUE,"selected"
"323","wos",NA,"english","stoffel, m and corona, c","univ bern, inst geol sci, dendrolab ch, ch-3012 bern, switzerland and univ geneva, inst environm sci, chair climate change & climate impacts, ch-1227 carouge, switzerland and cnrs, geolab umr6042, f-63057 clermont ferrand, france",2014,"dendroecological dating of geomorphic disturbance in trees","tree-ring research","70",NA,"the initial employment of tree rings in geomorphic studies was simply as a dating tool and only rarely were other environmental information and records of damage contained within the tree exploited. however, these annually resolved tree-ring records also preserve valuable archives of past geomorphic processes on timescales of decades to centuries. as many of these processes are significant natural hazards, understanding their distribution, timing and controls provides crucial information that can assist in the prediction, mitigation and defense against these hazards and their effects on society. this contribution aims at presenting a proposal on the types of growth disturbances to be included in future work focusing on geomorphic disturbance, the intensity of reactions, and on the minimum requirements needed for growth disturbances to be considered in event histories. we present possibilities and limitations of dendrogeomorphic applications in geomorphic research and propose a range of techniques and approaches that may become standard practice in the analysis and understanding of earth-surface processes and related natural hazards in the future.","10.3959/1536-1098-70.1.3","1536-1098 and 2162-4585","tree-ring soc","times cited in web of science core collection:  177 and total times cited:  182 and cited reference count:  127","jour","1","3","20","dendrogeomorphology and wood anatomy and earth-surface process and hydrogeomorphology and geomorphology and injury and resin duct and reaction wood and vessel and tracheid and debris-flow activity and glacier-national-park and magnitude snow avalanches and traumatic resin ducts and anatomical changes and rockfall activity and erosion rates and mass movement and ring analysis and landslide reactivation","univ arizona, tree-ring laboratory, bldg 58, tucson, az 85721 usa","tucson","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_1.ris",1,FALSE,TRUE,TRUE,"selected"
"324","wos",NA,"english","papadopoulos, am and mertzanis, a and pantera, a","inst educ technol, dept forestry, karpenissi 36100, greece",2007,"dendrogeomorphological observations in a landslide on tymfristos mountain in central greece","eco- and ground bio-engineering: the use of vegetation to improve slope stability","103",NA,"this paper presents the effects of a landslide on vegetation located on tymfristos mountain and more specifically in the basin of the kati stream, sperchios river. the landslide areas are described and related to the density and the type of vegetation. the woody vegetation developed on the gliding surface was studied using dendrogeomorphologjcal methods. in particular, the direction and tilting degree of trees as well as the deformation of trunks was compared to trees growing on a neighbouring stable surface. subsequently, the time of mass movement reactivation was estimated using a visual growth anomaly analysis on dominant fir (abies borisii regis mattf.) individuals growing on the landslide. from the results it is suggested that the landslide negatively affected fir growth ring width increase at certain times without, however, nullifying it. certain time periods are identified with intense past sliding phenomena due to increased rainfall that subsequently increased underground water.",NA,"0167-840x and 978-1-4020-5592-8","springer","times cited in web of science core collection:  8 and total times cited:  9 and cited reference count:  17","cpaper",NA,"223","+","abies borisii regis and dendrochronology and dendrogeomorphology and mass-movement and tymfristos mountain and mass movement","po box 17, 3300 aa dordrecht, netherlands","dordrecht","conference proceedings citation index - science (cpci-s)","1st international conference on eco-engineering","raw_data/2023-11-14_wos_1.ris",1,TRUE,TRUE,TRUE,"selected"
"325","wos",NA,"english","parker, kc and bendix, j","syracuse univ, maxwell sch citizenship & publ affairs, dept geog, syracuse, ny 13244 usa",1996,"landscape-scale geomorphic influences on vegetation patterns in four environments","physical geography","17",NA,"this paper reviews and synthesizes research about geomorphic influences on vegetation patterns apparent at the landscape scala after an overview of the effects that landforms and geomorphic processes have on plant distributions, these relationships are discussed in more detail for each of four distinct physical settings: temperate riparian environments, slopes affected by landslides and other forms of mass movement, desert alluvial fans, and nonmountainous glaciated landscapes. these four landscapes were selected because they encompass a broad range of temporal and spatial scales at which the geomorphic processes most strongly linked with vegetation patterns operate; furthermore, they collectively illustrate some of the more prominent themes in recent research on this topic. finally, we identify four topics that particularly merit future research on geomorphic-biogeographic interactions: (1) feedback between vegetation and landforms, (2) distinctions between landform characteristics and the associated geomorphic processes as controls of vegetation patterns, (3) the influence of scale on landform-vegetation relationships, and (4) geographic variation in those relationships.","10.1080/02723646.1996.10642577","0272-3646 and 1930-0557","taylor & francis ltd","times cited in web of science core collection:  54 and total times cited:  58 and cited reference count:  205","jour","2","113","141","plant geography and landscape ecology and vegetation patterns and alluvial fans and riparian environments and landslides and glaciated landscapes and northwestern lower michigan and sonoran desert bajada and upper great-lakes and river floodplain and national-park and mojave desert and riparian vegetation and disturbance history and southern wisconsin and forest succession","2-4 park square, milton park, abingdon or14 4rn, oxon, england","abingdon","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_1.ris",1,FALSE,TRUE,TRUE,"selected"
"326","wos",NA,"english","tsuyuzaki, s",NA,1995,"vegetation recovery patterns in early volcanic succession","journal of plant research","108",NA,"permanently plots were monitored from 1983 to the present on mount usu after the eruptions of 1977-78 which destroyed the pre-eruption vegetation by 1-3 m thick accumulations of ash and pumice in order to clarify the processes and mechanisms of succession. until now, 163 species were recorded in the summit area. most of these species were derived from vegetative reproduction throughout the volcanic deposits. vegetative reproduction plays a major role on increases in cover. although long-distance seed-dispersal species could immigrate to the crater basin, their cover increase was slow. seedbank species only established in gullies where the original topsoil was exposed by erosion. most annuals were supplied by the seedbank in the original topsoil and woody species originated via immigration, suggesting that the source greatly determines the species composition of establishing vegetation. annual seedlings showed low survival, while overwintering perennial seedlings steadily established. ground surface movements strongly restricted increases in plant cover and the distance from source vegetation was the principal determinant of plant density. due to differences in disturbance intensity, successional rates were higher in the stable substrates outside gullies and lower on the exposed original topsoil in some gullies.","10.1007/bf02344349","0918-9440 and 1618-0860","springer japan kk","times cited in web of science core collection:  27 and total times cited:  28 and cited reference count:  63","jour","1090","241","248","immigration and mount usu and permanent plot and seedbank and seedling establishment and species composition and vegetative reproduction and volcanic succession and mount-st-helens and northern japan and biological invasion and debris avalanche and national-park and buried seeds and myrica-faya and usu and washington and eruptions","shiroyama trust tower 5f, 4-3-1 toranomon, minato-ku, tokyo, 105-6005, japan","tokyo","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_1.ris",1,FALSE,TRUE,TRUE,"selected"
"327","wos",NA,"english","haruki, m and tsuyuzaki, s","hokkaido univ, grad sch environm earth sci, sapporo, hokkaido 0600810, japan",2001,"woody plant establishment during the early stages of volcanic succession on mount usu, northern japan","ecological research","16",NA,"the establishment patterns of woody plants were investigated on the volcano usu, 9 years after the 1977-1978 eruptions. the former vegetation was covered by a 1-3 m thick volcanic deposit. trees producing wind-dispersed seeds capable of long distance dispersal, such as populas maximowiozii betula platyphylla var. japonica, salix hultenii var. angustifolia, and salix sachalinensis, were dominant. most trees were only 2-4 years old in 1986, suggesting that chances for seedling establishment were restricted. the tree heights did not differ significantly among the species, while lengths of annual shoots differed due to herbivore preferences. trees were established at higher densities on gravel-dominated pumice surfaces than on fine-textured surfaces. tree density was not greatly affected by the nutrient content of deposits. from 1987 to 1990, tree height increments did not differ between the gravel and non-gravel areas. ground surface texture is an important factor in determining seedling establishment in the early stages of volcanic succession, and nutrient status is unimportant.","10.1046/j.1440-1703.2001.00407.x","0912-3814 and 1440-1703","wiley","times cited in web of science core collection:  26 and total times cited:  26 and cited reference count:  26","jour","3","451","457","herbivorous damage and pioneer trees and soil conditions and tree height and tree regeneration and usu and volcano and st-helens and vegetation development and 1977-1978 eruptions and debris avalanche and pumice-plains and washington and recovery and disturbance and dynamics and patterns","111 river st, hoboken 07030-5774, nj usa","hoboken","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_1.ris",1,FALSE,TRUE,TRUE,"selected"
"328","wos",NA,"english","coradini, k and krejcová, j and frouz, j","charles univ prague, inst environm sci, prague, czech republic and cas, bial ctr, inst soil biol, ceske budejovice, czech republic and sowa, ceske budejovice, czech republic",2022,"potential of vegetation and woodland cover recovery during primary and secondary succession, a global quantitative review","land degradation & development","33",NA,"succession is a basic natural process of ecosystem recovery, it may start completely de novo (primary succession) or after serious disturbance of the previous ecosystem (secondary succession). despite most reclamation and restoration approaches depending on it and despite extensive previous research, we found no worldwide review that would describe the pattern of vegetation cover and woody vegetation recovery in individual types of succession and explore major factors that affect the speed of vegetation recovery. to fill this gap we have searched world literature and extracted data about 244 succession series about total vegetation cover and 113 about woody vegetation cover. the rate of vegetation cover recovery is significantly slower during primary succession than during secondary succession, this however not apply to woody vegetation. the type of disturbance affects the speed of recovery, post-mining sites recover fastest among primary succession and older fields were the fastest among secondary succession, the slowest one being succession in glacier retreats. latitude, soil ph, the size of the disturbed area, temperature, and actual evapotranspiration affect the rate of vegetation recovery in primary succession, while only latitude affects secondary succession. some other factors affect succession after a specific disturbance. the study shows that succession can be an effective tool to restore vegetation cover and woody vegetation on many occasions. we expect that differences in the nutrient availability determine differences in the rate of total vegetation cover recovery, while soil porosity (compaction) may be an important factor affecting woody vegetation recovery.","10.1002/ldr.4166","1085-3278 and 1099-145x","wiley","times cited in web of science core collection:  9 and total times cited:  9 and cited reference count:  146","jour","3","512","526","chronosequence and disturbance and glacier retreat and landslides and old fields and post-fire and post-mining and primary succession and secondary succession and vegetation cover and net primary production and placer mine spoil and old-fields and plant succession and soil properties and ecosystem restoration and abandoned farmland and forest succession and pinus-halepensis and woody vegetation","111 river st, hoboken 07030-5774, nj usa","hoboken","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_1.ris",1,FALSE,TRUE,TRUE,"selected"
"329","wos",NA,"english","shi, wj and wang, zy and li, zw","tsinghua univ, beijing 100084, peoples r china",2013,"long term and short term vegetation restoration of landslides on the yigongtsangpo river","proceedings of the 35th iahr world congress, vols iii and iv",NA,NA,"landslides occur frequently on mountain rivers in the qinghai-tibet plateau, which destroy vegetation on the situ. natural vegetation restoration might take a long period of time, depending on the climate and deposit material size distribution. filed investigations and plot sampling were carried out on two large-scale landslides on the yigongtsangpo river, which happened in 1900 and 2000, respectively. plant species were identified and diversity indices were calculated to study the vegetation restoration and succession on landslides. the results show that the vegetation coverage and total number of species increase with the age of landslides. the vegetation coverage reached approximately 30% on the 2000 landslide and almost 100% on the 1900 landslide in 2011. 26 species for 15 families were identified within the plot on the young landslide while 35 species for 25 families were found on the old landslide. annual herbaceous species took a less proportion on the community of the 1900 landslide compared with that of the 2000 landslide. there was also significant increase in shanon-weiner index and pieloueveness index of the shrub layer and herbaceous layer. even though several species were found on both 1900 and 2000 landslides, the dominant species of each layer were totally different. populuswuana was the dominant and constructive species on the 2000 landslide but disappeared on the 1900 landslide, where it was replaced by pinusdensata. the prosperity of understory layer species caused changes in moisture conditions, which finally made the environment unsuitable for populuswuana and caused the vegetation succession on the landslides.",NA,"978-7-302-33544-3","tsinghua univ","times cited in web of science core collection:  0 and total times cited:  0 and cited reference count:  6","cpaper",NA,NA,NA,"yigongtsangpo river and landslides and vegetation restoration","dept building sci, sch architecture, secretariat ishvac07, beijing, 100084, peoples r china","beijing","conference proceedings citation index - science (cpci-s)","35th world congress of the international-association-for-hydro-environment-engineering-and-research (iahr)","raw_data/2023-11-14_wos_1.ris",1,TRUE,TRUE,TRUE,"selected"
"330","wos",NA,"english","zhang, jd and hull, v and huang, jy and yang, w and zhou, sq and xu, wh and huang, y and ouyang, zy and zhang, hm and liu, jg","chinese acad sci, ecoenvironm sci res ctr, state key lab urban & reg ecol, beijing 100085, peoples r china and michigan state univ, dept fisheries & wildlife, ctr syst integrat & sustainabil, e lansing, mi 48823 usa and china west normal univ, inst rare anim & plants, nanchong 637002, peoples r china and china conservat & res ctr giant panda, wolong nat reserve, sichuan 623006, peoples r china",2014,"natural recovery and restoration in giant panda habitat after the wenchuan earthquake","forest ecology and management","319",NA,"natural disasters affect forest ecosystems in profound and complex ways. artificial restoration projects have been conducted worldwide to repair disaster damage to forests, but the efficacy of such projects in light of naturally occurring recovery processes is rarely evaluated. to fill such an important knowledge gap, we investigated forest recovery and restoration in the world-renowned wolong nature reserve in sichuan, china after the catastrophic wenchuan earthquake (magnitude 8.0) in 2008, which caused considerable damage to the forest and habitat of the endangered giant panda. this was the first multi-year field study to document natural recovery of forests in response to this disaster. forest sampling conducted in panda habitat over a four-year period after the earthquake revealed that natural recovery was rapid, with vegetation covering roughly 70% of once denuded sites by the fourth sampling year. vegetation recovery was further improved in sampled artificial restoration sites, which recovered from an average of 30% vegetation cover to 70% in only one year. factors including soil cover and slope were correlated with successful vegetation recovery. new information learned from the multi-year field data provided a finer scale context for understanding the effects of disasters, a novel contribution considering that the majority of previous work has been conducted at the broader scale using remote sensing. spatial analysis revealed that restoration sites were mainly distributed in areas of suitable slopes and elevations, but a measurable proportion (30-40%) were located too far from the existing panda distribution area and too close to human settlements. the restoration project has thus far had limited direct effect on giant panda conservation, but has indirect effects on improving forest cover in areas previously affected by human disturbances. this study provides a useful reference for understanding conditions affecting forest recovery, which can inform decision-making surrounding the implementation of forest restoration projects and conservation of endangered species, not only in china but also around the world. (c) 2014 elsevier b.v. all rights reserved.","10.1016/j.foreco.2014.01.029","0378-1127 and 1872-7042","elsevier","times cited in web of science core collection:  49 and total times cited:  63 and cited reference count:  56","jour",NA,"1","9","earthquake and restoration and natural recovery and giant panda and wildlife habitat and disturbance and dynamics and china and regeneration and biodiversity and environment and landslides and succession and diversity","radarweg 29, 1043 nx amsterdam, netherlands","amsterdam","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_1.ris",1,FALSE,TRUE,TRUE,"selected"
"331","wos",NA,"english","yang, jh and chang, lw and hsu, kc and fan, cc and doley, d and song, gzm","natl chung hsing univ, dept soil & water conservat, 145 xingda rd, taichung 402, taiwan and taiwan forestry res inst, bot garden div, 67 sanyuan st, taipei 100051, taiwan and taiwan forestry res inst, forest protect div, 67 sanyuan st, taipei 100051, taiwan and natl kaohsiung univ sci & technol, dept construct engn, 1 univ rd, kaohsiung 824, taiwan and univ queensland, ctr mined land rehabil, brisbane, qld 4072, australia",2023,"the nurse-plant effect under the dislodgement stress of landslides","iforest-biogeosciences and forestry","16",NA,"while the mitigating effects of trees on shallow landslide occurrence are well recognised, the impact of landslides on tree community structure and tree-tree interactions have received much less research attention. the structures of tree communities before and after landslides were compared in a 25-ha subtropical forest plot. tree-tree interactions were examined by analysing the pre-and post-landslide spatial point patterns of large (dbh >= 20 cm) and small (1 cm <= dbh < 20 cm) tree cohorts. in landslide scarps, 35 (34%) of 104 large trees and 467 (13%) of 3,072 small trees survived. large (l) and small (s) tree cohorts were paired together for spatial analyses, including pre-landslide (pl) (lpl-spl), surviving (s) (ls-ss), and missing (m) large-small tree paired cohorts (lm-sm). we randomly selected trees from the pre-landslide tree cohorts to create two virtual paired cohorts, the l34%-s13% and l66%-s87% paired cohorts, whose population sizes were identical to the field-observed ls-ss and lm-sm paired co-horts respectively, but with random spatial patterns. post-landslide survival rates of trees increased monotonically with dbh. large trees dislodged by landslides scarcely reduced small-tree survival. evidence for this included: (i) the distance from small trees to the nearest large trees of the lm-sm paired co-hort did not differ significantly from that of the virtual l66%-s87%paired cohort; (ii) survival rates of small trees near lm individuals did not differ significantly from those without large trees nearby. surviving large trees had positive ef-fects on the survival of small trees, indicated by: (i) the distance from small trees to the nearest large trees of the ls-ss paired cohort was significantly lower than that of the virtual l34%-s13% paired cohort; (ii) ss individuals clumped around ls individuals, whereas the virtual l34%-s13% spatial relationship was ran -dom. large trees prevent landslide dislodgement of adjacent small trees through the nurse-plant effect. our study suggests that landslide damage in sloping forests may be reduced simply by constantly maintaining a critical den-sity of large trees.","10.3832/ifor4017-015","1971-7458","sisef-soc italiana selvicoltura ecol forestale","times cited in web of science core collection:  0 and total times cited:  0 and cited reference count:  48","jour",NA,"78","85","facilitation and forest dynamics plot and nurse-plant effect and point pattern analysis and slope stability and mixed european beech and root reinforcement and forest dynamics and trees and slope and consequences and regeneration and disturbance and earthquake and vegetation","dept prod vegetale, via ateneo lucano 10, potenza, 85100, italy","potenza","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_2.ris",1,TRUE,FALSE,TRUE,"selected"
"332","wos",NA,"english","shi, l and liu, zz and yang, ly","shaanxi prov land engn construct grp co ltd, xian 710075, shaanxi, peoples r china and minist land & resources, key lab degraded & unused land consolidat engn, xian 710075, shaanxi, peoples r china and shaanxi prov land engn construct grp co ltd, inst land engn & technol, xian 710075, shaanxi, peoples r china and shaanxi prov land engn construct grp co ltd, land surveying planning & design inst, xian 710075, peoples r china",2021,"hydrological and mechanical properties of loess landslides under different vegetation restoration types","bangladesh journal of botany","50",NA,"loess landslide is a common geological disaster in northern shaanxi, which seriously affects people's life and property safety and social and economic development. the research on vegetation restoration types and hydrological and mechanical properties of loess landslides can provide basic data support for landslide stability prediction, and further provide reference for landslide prevention and treatment. in the present study, the loess landslide point of zhang zi gou in gan quan county, yan'an city was taken as the research object. on the basis of the existing natural condition data, the basic physical and mechanical properties and hydrological characteristics were obtained by collecting field landslide soil samples for indoor experimental analysis. the indoor analysis shows that the landslide is mainly distributed in dry land, medium coverage and low coverage grassland, indicating that the surface vegetation coverage can affect the stability of landslide. the worse the vegetation coverage, the more landslides occur. the void ratio and porosity of landslide soil decrease with the increase of dry density. the cohesion of natural soil is obviously higher than that of saturated soil, and the internal friction angle of natural soil is slightly lower than that of saturated soil. in general, due to the influence of water content, the shear strength of natural soil samples is higher than that of saturated soil samples. therefore, in order to improve the accuracy of prediction and early warning system, it is necessary to consider the response of hydrological and mechanical properties of loess to vegetation restoration. the results provide basic data support for the establishment of loess landslide stability prediction system and provide reference for geological disaster management.","10.3329/bjb.v50i0.56430","0253-5416 and 2079-9926","bangladesh botanical soc","times cited in web of science core collection:  0 and total times cited:  0 and cited reference count:  19","jour","3","795","801","loess landslide and vegetation restoration and soil mechanical properties","univ dacca dept botany, 2 dhaka, bangladesh","dhaka","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_2.ris",1,TRUE,TRUE,TRUE,"selected"
"333","wos",NA,"english","rodrigues, lf and cavalin, p and franci, lc and bonaldi, ra and ariati, v and padial, aa and marques, mcm","univ fed parana, lab ecol vegetal, curitiba, pr, brazil and univ fed parana, lab sintese diversidade, curitiba, pr, brazil",2017,"recurrent landslides affect the functional beta diversity of a megadiverse tropical forest","plant ecology & diversity","10",NA,"background: natural disturbance is an important factor that contributes to structuring plant communities. in tropical mountain areas, landslides are frequent and could enhance the diversity in mountain forests. however, the spatial scale in which landslide affect diversity is not known.aims: to investigate whether landslides affect taxonomic and functional diversity at different spatial scales. we tested if: (1) taxonomic and functional -diversity were lower in areas with landslide history; (2) the taxonomic -diversity was high while the functional -diversity was low in landslide-affected areas; and (3) plants in areas with landslide history would have, on average, smaller and thicker leaves, with greater pubescence, lower specific leaf area and higher dry matter content.methods: at five sites in the atlantic forest, we sampled five 5mx5m plots in areas with recent landslide history (from 2 to 39years) and in adjacent control areas. we identified all juvenile trees (30-100 cm in height) and measured their leaf traits.results: taxonomic -diversity and functional -diversity and the occurrence of leaves with trichomes were greater in areas affected by landslide.conclusion: the habitat heterogeneity in areas subject to recurrent landslides influenced the functional dispersion and the structuring of plant communities.","10.1080/17550874.2018.1434568","1755-0874 and 1755-1668","taylor & francis ltd","times cited in web of science core collection:  0 and total times cited:  0 and cited reference count:  68","jour","5-Jun","483","493","#NAME?","2-4 park square, milton park, abingdon or14 4rn, oxon, england","abingdon","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_wos_2.ris",1,TRUE,FALSE,TRUE,"selected"
"334","wos",NA,"english","yang, w and wang, m and shi, p and lu, l","beijing normal univ, state key lab earth surface proc & resource ecol, beijing, peoples r china and beijing normal univ, acad disaster reduct & emergency management, beijing, peoples r china",2013,"diagnosis of vegetation recovery using modis ndvi time series","2012 4th international conference on environmental science and information application technology (esiat 2012)","14",NA,"the ms. 8.0 wenchuan earthquake in 2008 has caused thousands of casualties and numerous coseismic landslides in sichuan, gansu and shaanxi province, china. earthquake disturbed large areas of vegetation by inducing large number of landslides. more than four years from the catastrophic event, vegetation recovery has been taken place in the landslide sites. in this paper, using high temporal resolution ndvi images of up to 16-day interval from may 25th, 2008 to august 28th, 2012, we have analyzed the dynamic vegetation recovery in the study area. by comparing the ndvi values from 2000 to 2008, abnormal values are identified to reflect vegetation recovery situation for each year. slope, aspect and altitude are incorporated to analyze vegetation recovery under different geographical environment. results indicate that vegetation on northwest aspects are experiencing slower and fluctuating process comparing to others. vegetation recovery at sites with lower elevation is more unstable. vegetation recovery on the 35-50 degree slopes are more stable comparing to lower and higher slope gradients, which is probably caused by denudation of soil near ridges and flooding and depositing environment in the lower land areas near the valley. these findings provide decision-makers necessary information for ecosystem recovery and eco-construction.",NA,"2160-0589 and 978-1-61275-039-2","information engineering research inst, usa","times cited in web of science core collection:  0 and total times cited:  0 and cited reference count:  13","cpaper",NA,"141","146","vegetation recovery and earthquake and landslides and environmental hazard and earthquake and landslides and hazard and destruction","100 continental dr, newark, de 19713 usa","newark","conference proceedings citation index - science (cpci-s)","4th international conference on environmental science and information application technology (esiat 2012)","raw_data/2023-11-14_wos_2.ris",1,FALSE,TRUE,TRUE,"selected"
